Topic	Doc_ID	Title	words
-1	4181	Recognizing fake information through a developed feature scheme: A user study of health misinformation on social media in China	health care study research used
-1	4182	Balancing Burnout: Assessing and Improving Physician Health and Wellness	health care study research used
-1	4183	Hepatocellular Carcinoma: A Difficult Cancer to Treat	health care study research used
31	4184	Nudging Drivers to Safety: Evidence from a Field Experiment	transit traffic vehicle travel transportation
0	4185	Infinitely many sign-changing solutions to a conformally invariant integral equation on Rn	prove theorem vertex algebra graphs
-1	4186	HIV-Exposed Seronegative Sex Workers Express Low T-Cell Activation and an Intact Ectocervical Tissue Microenvironment.	health care study research used
17	4187	Trends in Substance Use Disorder-related Admissions at a Safety-net Hospital, 2008-2020.	opioid alcohol use cud oud
-1	4188	Exploiting Spatial–Temporal Joint Sparsity for Underwater Acoustic Multiple-Input–Multiple-Output Communications	health care study research used
21	4189	Load Detection and Power Flow Control Algorithm For an Omnidirectional Wireless Power Transfer System	power energy load voltage proposed
-1	4190	Thermal Fatigue of Pwr Coolant System Loop Drain Lines Due to Outflow Activities	health care study research used
0	4191	The even parity Goldfeld conjecture: Congruent number elliptic curves	prove theorem vertex algebra graphs
7	4192	Two-Scale Discrete Element Modeling of Gyratory Compaction of Hot Asphalt	concrete asphalt seismic soil masonry
30	4193	Reducing queuing impact in streaming applications with irregular dataflow	security privacy computing attacks communication
27	4194	Putting it all Together: Evaluating Patellar Instability Risk Factors and Revisiting the “Menu”	knee oa rotation acl hip
-1	4195	A nursery system nitrogen balance for production of a containerized woody ornamental plant	health care study research used
-1	4196	Evaluation of strontium isotope tracers of produced water sources from multiple stacked reservoirs in Appalachian, Williston and Permian basins	health care study research used
-1	4197	Pediatric Abdominal Masses: Imaging Guidelines and Recommendations.	health care study research used
-1	4198	Association of County-Level Poverty and Inequities With Firearm-Related Mortality in US Youth.	health care study research used
5	4199	Case Study: Experimental Investigation into the Feasibility of Pier Nose Extensions to Reduce Local Scour around Bridge Piers	surface italic satellite ocean observations
-1	4200	Reconceptualising emotional capital and intimacy using a sociological lens: the Authentic Revolution	health care study research used
0	4201	A diameter-revealing proof of the Bondy-Lovász lemma	prove theorem vertex algebra graphs
8	4202	Developing a M 6 C-Reinforced High-Cr White Iron for Abrasive Wear Application	alloys alloy corrosion grain material
38	4203	Strategies to Maximize Asynchronous Learning	students chapter jats education student
-1	4204	Relationships Between Telomere Length, Plasma Glucagon-like Peptide 1, and Insulin in Early-Life Stress–Exposed Nonhuman Primates	health care study research used
24	4205	The megakaryocytic transcription factor ARID3A suppresses leukemia pathogenesis.	cell cells cancer tumor survival
4	4206	Impacts of fisheries-dependent spatial sampling patterns on catch-per-unit-effort standardization: A simulation study and fishery application	species fish fisheries marine diversity
3	4207	Kratom: The safe legal high?	plant plants species isolates cultivars
-1	4208	Prevalence, predictors and prognostic benefits of remission achievement in patients with systemic lupus erythematosus: a systematic review.	health care study research used
24	4209	Individualized multi-omic pathway deviation scores using multiple factor analysis	cell cells cancer tumor survival
-1	4210	Linking Reclaimed Water Consumption with Quantitative Downstream Flow Impacts	health care study research used
2	4211	Age of the Marwar Supergroup, NW India: A note on the U–Pb geochronology of Jodhpur Group felsic volcanics	mantle rocks zircon ma minerals
7	4212	Solubility and speciation of iron in cementitious systems	concrete asphalt seismic soil masonry
-1	4213	Two-dimensional Scheme for Arranging Voice Disorders.	health care study research used
-1	4214	Activist Protest Spillovers into the Regulatory Domain: Theory and Evidence from the U.S. Nuclear Power Generation Industry	health care study research used
2	4215	ZIRCON TRACE ELEMENT GEOCHEMISTRY AS AN INDICATOR OF MAGMA FERTILITY IN IRON OXIDE COPPER-GOLD PROVINCES	mantle rocks zircon ma minerals
27	4216	Management of Chondral Defects Associated with Patella Instability.	knee oa rotation acl hip
28	4217	Fascia Iliaca Blocks Performed in the Emergency Department Decrease Opioid Consumption and Length of Stay in Hip Fracture Patients.	fracture fractures fixation trauma injuries
4	4218	DNA reconciles morphology and colouration in the drunk blenny genus Scartichthys (Teleostei: Blenniidae) and provides insights into their evolutionary history.	species fish fisheries marine diversity
37	4219	Getting Promoted to Associate Professor	medical education nursing students simulation
-1	4220	Crossterm-free time-frequency representation exploiting deep convolutional neural network	health care study research used
38	4221	Moving Beyond Structural Diversity Using Institutional Structures and Interpersonal Relationships: Shaping Careers of Diverse Faculty	students chapter jats education student
13	4222	Predicting Placenta Accreta Spectrum: Validation of the Placenta Accreta Index	fetal ultrasound placenta pas placental
28	4223	Delayed presentation of upper extremity arteriovenous fistula after total shoulder replacement.	fracture fractures fixation trauma injuries
-1	4224	Persistence of old soil carbon under changing climate: The role of mineral-organic matter interactions	health care study research used
24	4225	Combination of type I and type II MET tyrosine kinase inhibitors as therapeutic approach to prevent resistance.	cell cells cancer tumor survival
17	4226	Associations of Current and Remitted Cannabis Use Disorder With Health-related Quality of Life and Employment Among US Adults.	opioid alcohol use cud oud
-1	4227	An introduction to decision science for conservation.	health care study research used
22	4228	Rates of refusal of clinical autopsies among HIV-positive decedents and an overview of autopsies in Uganda	hiv art msm adolescent bdnf
-1	4229	Recent advances in the treatment of neuromyelitis optica spectrum disorders.	health care study research used
-1	4230	Virtual Traffic Signals: Safe, Rapid, Efficient and Autonomous Driving Without Traffic Control	health care study research used
-1	4231	The PAX1 locus at 20p11 is a potential genetic modifier for bilateral cleft lip	health care study research used
-1	4232	Community Resilience: A Dynamic Model for Public Health 3.0.	health care study research used
17	4233	Alcohol and Cancer: Existing Knowledge and Evidence Gaps across the Cancer Continuum.	opioid alcohol use cud oud
-1	4234	Voice-related Experiences of Nonbinary Individuals (VENI) Development and Content Validity.	health care study research used
3	4235	Survey of potential root pathogens in softwood cuttings collected from Georgia blueberry nurseries	plant plants species isolates cultivars
-1	4236	Scale-fixed predictions for γ + ηc production in electron-positron collisions at NNLO in perturbative QCD	health care study research used
25	4237	Autonomous UAV Exploration of Dynamic Environments Via Incremental Sampling and Probabilistic Roadmap	control optimization optimal problem tracking
3	4238	Deriving a Tree Growth Model from Any Existing Stand Growth Model	plant plants species isolates cultivars
9	4239	3D Virtual Pancreatography.	learning network image deep neural
-1	4240	Design optimization of cylindrical burnable absorber inserted into annular fuel pellets for soluble-boron-free SMR	health care study research used
-1	4241	Portion size and consistency as indicators of complementary food energy intake	health care study research used
31	4242	Note on Motorist Behaviors When Overtaking Cyclists	transit traffic vehicle travel transportation
25	4243	Hybrid Surrogate-Based Constrained Optimization With a New Constraint-Handling Method	control optimization optimal problem tracking
-1	4244	Stigmatized Work and Stigmatized Workers	health care study research used
-1	4245	Secondary organic aerosol formation from gasoline and diesel vehicle exhaust under light and dark conditions	health care study research used
23	4246	Clinical Implications of the ISCHEMIA Trial: Invasive vs Conservative Approach in Stable Coronary Disease	pulmonary heart ventricular af ecmo
26	4247	Assessing the impact of the COVID-19 pandemic on patients with genitourinary malignancies	covid 19 sars cov infection
-1	4248	Activating Adenosine Monophosphate-Activated Protein Kinase Mediates Fibroblast Growth Factor 1 Protection From Nonalcoholic Fatty Liver Disease in Mice.	health care study research used
16	4249	Sex Differences in Major Depressive Disorder (MDD) and Preclinical Animal Models for the Study of Depression.	pd ad cognitive alzheimer brain
-1	4250	Vestibular drop attacks in Ménière's disease: A systematic review and meta-analysis of frequency, correlates and consequences	health care study research used
0	4251	Epsilon factors of representations of finite general linear groups	prove theorem vertex algebra graphs
-1	4252	Effects of roof geometry on tornado-induced structural actions of a low-rise building	health care study research used
25	4253	Sufficient conditions for feasibility of optimal control problems using Control Barrier Functions	control optimization optimal problem tracking
-1	4254	A hierarchical gray-box dynamic modeling methodology for direct-expansion cooling systems to support control stability analysis	health care study research used
-1	4255	Dynamic changes of 3-MCPD esters and glycidyl esters contents as well as oil quality during repeated deep-frying	health care study research used
4	4256	Assessing ocean temperature’s role in fishery production	species fish fisheries marine diversity
38	4257	The Digital-Forward Writing Course: Designing for Scale and Delivering on Equity	students chapter jats education student
-1	4258	Development of a Multiplex PCR and Magnetic DNA Capture Assay for Detecting Six Species Pathogens of the Genera Anaplasma and Ehrlichia in Canine, Bovine, Caprine and Ovine Blood Samples from Grenada, West Indies	health care study research used
20	4259	Air Pollution Exposure and Daily Lung Function in COPD: Effect Modification by Eosinophilia.	lung copd asthma fibrosis airway
11	4260	Thin films of electron donor–acceptor complexes: characterisation of mixed-crystalline phases and implications for electrical doping	films charge hydrogen materials electron
24	4261	β-thalassemia minor is a beneficial determinant of red blood cell storage lesion.	cell cells cancer tumor survival
-1	4262	Understanding elevated real-world NOx emissions: Heavy-duty diesel engine certification testing versus in-use vehicle testing	health care study research used
6	4263	A vertex scheme for two-phase flow in heterogeneous media	numerical heat boundary order flow
9	4264	Self-Attention Deep Image Prior Network for Unsupervised 3-D Seismic Data Enhancement	learning network image deep neural
25	4265	Formal Verification of Octorotor Flight Envelope Using Barrier Functions and Satisfiability Modulo Theories Solving	control optimization optimal problem tracking
9	4266	Unsupervised Robust Projection Learning by Low-Rank and Sparse Decomposition for Hyperspectral Feature Extraction	learning network image deep neural
11	4267	Interfacial Response and Structural Adaptation of Structured Polyelectrolyte Thin Films	films charge hydrogen materials electron
-1	4268	‘Looking for flowering trees to walk past’: A qualitative study of US older adults’ therapeutic landscapes during the COVID-19 pandemic	health care study research used
-1	4269	KSHV/HHV8-mediated hematologic diseases.	health care study research used
8	4270	Incorporating defects into model predictions of metal lattice-structured materials	alloys alloy corrosion grain material
-1	4271	Numerical analysis and optimization of the performance of CO2-Plume Geothermal (CPG) production wells and implications for electric power generation	health care study research used
17	4272	Cingulate circuits are associated with escalation of heroin use and naloxone-induced increases in heroin self-administration	opioid alcohol use cud oud
-1	4273	Properties of Mine Tailings for Static Liquefaction Assessment	health care study research used
8	4274	Microstructure and phase transformation of nickel-titanium shape memory alloy fabricated by directed energy deposition with in-situ heat treatment	alloys alloy corrosion grain material
9	4275	A novel deep ensemble based approach to detect crashes using sequential traffic data	learning network image deep neural
-1	4276	To Estimate or to Forecast? Lessons From a Comparative Analysis of Four Bayesian Fitting Methods Based on Nonparametric Models.	health care study research used
-1	4277	4E (energy, exergy, economic and environmental) investigation of LFR using MXene based silicone oil nanofluids	health care study research used
13	4278	Starting off on the right foot: A 22-year-old woman with leg swelling	fetal ultrasound placenta pas placental
30	4279	Resilient and Distributed Discrete Optimal Transport With Deceptive Adversary: A Game-Theoretic Approach	security privacy computing attacks communication
-1	4280	Discriminative Cervical Lesion Detection in Colposcopic Images with Global Class Activation and Local Bin Excitation.	health care study research used
-1	4281	Changes in body weight and knee pain in adults with knee osteoarthritis 3.5 years after completing diet and exercise interventions.	health care study research used
-1	4282	The Folding of Trp-cage is Regulated by Stochastic Flip of the Side Chain of Tryptophan	health care study research used
23	4283	Design and Derivation of the Austrian Prehospital Stroke Scale (APSS) to Predict Severe Stroke with Large Vessel Occlusion.	pulmonary heart ventricular af ecmo
23	4284	Perioperative management of patients with pulmonary hypertension undergoing non-cardiothoracic, non-obstetric surgery: a systematic review and expert consensus statement.	pulmonary heart ventricular af ecmo
-1	4285	Relationships Under Stress: Relational Outsourcing in the U.S. Airline Industry After the 2008 Financial Crisis	health care study research used
25	4286	Stochastic mixed-integer programming for a spare parts inventory management problem	control optimization optimal problem tracking
5	4287	Radar interferometric phase errors induced by Faraday rotation	surface italic satellite ocean observations
9	4288	Automated Anomaly Detection via Curiosity-Guided Search and Self-Imitation Learning.	learning network image deep neural
9	4289	Nonconvex Sparse Regularization for Deep Neural Networks and Its Optimality.	learning network image deep neural
3	4290	Insights into the cell-cell signaling and iron homeostasis in Xanthomonas virulence and lifestyle.	plant plants species isolates cultivars
3	4291	Photoperiod shapes aluminium tolerance in plants	plant plants species isolates cultivars
12	4292	Efficacy of Intravitreal Aflibercept Injections in the Treatment of Idiopathic Retinal Vasculitis, Aneurysms and Neuroretinitis Syndrome.	retinal eye eyes vision oct
24	4293	Patient-derived xenografts and organoids model therapy response in prostate cancer	cell cells cancer tumor survival
-1	4294	Pediatric Pulmonary Embolism: Imaging Guidelines and Recommendations.	health care study research used
7	4295	Design Optimization of Structural–Acoustic Spanning Concrete Elements in Buildings	concrete asphalt seismic soil masonry
8	4296	Intensive processing optimization for achieving strong and ductile Al-Mn-Mg-Sc-Zr alloy produced by selective laser melting	alloys alloy corrosion grain material
24	4297	Prognosis and Clinical Characteristics of Patients with Pancreatic Ductal Adenocarcinoma Diagnosed by Endoscopic Ultrasonography but Indeterminate on Computed Tomography.	cell cells cancer tumor survival
25	4298	The Impact of Command-Following Task on Human-in-the-Loop Control Behavior.	control optimization optimal problem tracking
0	4299	Small cardinals and small Efimov spaces	prove theorem vertex algebra graphs
4	4300	Centric Allometry: Studying Growth Using Landmark Data	species fish fisheries marine diversity
7	4301	Viability Assessment of the Use of Ground Tire Rubber (GTR) as a Modifier in Asphalt Binders	concrete asphalt seismic soil masonry
16	4302	Significance of mitochondrial activity in neurogenesis and neurodegenerative diseases.	pd ad cognitive alzheimer brain
21	4303	Current-Source Solid-State DC Transformer Integrating LVDC Microgrid, Energy Storage, and Renewable Energy Into MVDC Grid	power energy load voltage proposed
0	4304	On the Cantor and Hilbert cube frames and the Alexandroff-Hausdorff theorem	prove theorem vertex algebra graphs
20	4305	Elevated CO2 modulates airway contractility.	lung copd asthma fibrosis airway
21	4306	Adaptive Extremum Seeking Control Based LCL Filter Resonant Frequency Online Estimation	power energy load voltage proposed
0	4307	Explicit Artin maps into PGL2	prove theorem vertex algebra graphs
-1	4308	Association between Peri-implantitis and Cardiovascular Diseases: A Case-control Study.	health care study research used
-1	4309	Needlestick and Sharps Injuries Among Resident Physicians.	health care study research used
12	4310	NEW OPTICAL COHERENCE TOMOGRAPHY ANGIOGRAPHY FINDINGS ON AN INTRARETINAL VASCULAR PROCESS SECONDARY TO TOXOPLASMA RETINOCHOROIDITIS: 2 CASE REPORTS	retinal eye eyes vision oct
16	4311	Cerebrovascular microRNA Expression Profile During Early Development of Alzheimer's Disease in a Mouse Model.	pd ad cognitive alzheimer brain
-1	4312	Sporadic P limitation constrains microbial growth and facilitates SOM accumulation in the stoichiometrically coupled, acclimating microbe–plant–soil model	health care study research used
-1	4313	Optimal Longitudinal Control for Vehicular Platoon Systems: Adaptiveness, Determinacy, and Fuzzy	health care study research used
-1	4314	Listening to the Public: An Inductive Analysis of the Good Citizen in a Deliberative System	health care study research used
21	4315	ISSCC - Session 10 Overview: Continuous-Time ADCs and DACs Data Converter Subcommittee	power energy load voltage proposed
-1	4316	Feasibility studies for the measurement of time-like proton electromagnetic form factors from p¯ p→ μ+μ- at P ¯ ANDA at FAIR	health care study research used
9	4317	Effective prediction of soil organic matter by deep SVD concatenation using FT-NIR spectroscopy	learning network image deep neural
-1	4318	Evaluation of 5-(Trifluoromethyl)-1,2,4-oxadiazole-Based Class IIa HDAC Inhibitors for Huntington's Disease.	health care study research used
-1	4319	Consenso latinoamericano acerca de indicadores de calidad para Clínicas de Atención Integral para pacientes con enfermedad inflamatoria intestinal: PANCCO-GETECCU	health care study research used
3	4320	Gene expression underlying floral epidermal specialization in Aristolochia fimbriata (Aristolochiaceae).	plant plants species isolates cultivars
-1	4321	Volatile Components of Fermented Feedstuffs – Correcting Dry Matter and Energy Estimation	health care study research used
36	4322	Under Attack! CEO Implicit Motives and Firm Competitive Responses Following Short Seller Activism	innovation firm firms organizational entrepreneurs
31	4323	Equitable distribution of bikeshare stations: An optimization approach	transit traffic vehicle travel transportation
9	4324	Flexible Cross-Modal Hashing.	learning network image deep neural
23	4325	Effect of telmisartan, angiotensin-converting enzyme inhibition, or both, on proteinuria and blood pressure in dogs.	pulmonary heart ventricular af ecmo
24	4326	Stability and folding pathways of tetra-nucleosome from six-dimensional free energy surface	cell cells cancer tumor survival
-1	4327	Here Comes the Rain Again: Productivity Shocks, Educational Investments and Child Work	health care study research used
16	4328	Is Acculturation Associated with the Cognitive Performance of Older Hispanics	pd ad cognitive alzheimer brain
7	4329	Assessing the reliability of the cargo deck of a hovercraft through fiber optic strain measurements	concrete asphalt seismic soil masonry
-1	4330	The Relationship Between Presurgical Pain and Early Postbariatric Surgery Outcomes	health care study research used
-1	4331	Cuff Leak Test and Airway Obstruction in Mechanically Ventilated ICU Patients: A Pilot Randomised Controlled Trial.	health care study research used
7	4332	A comparative study of the effect of the soil constitutive model on the seismic response of buried concrete pipes	concrete asphalt seismic soil masonry
35	4333	Can Facing the Truth Improve Outcomes? Effects of Information in Consumer Finance	financial banks monetary debt stock
-1	4334	Controlled manipulation of conductive ferroelectric domain walls and nanoscale domains in BiFeO3 thin films	health care study research used
-1	4335	Clinicopathologic Associations in a Large International Cohort of Patients with Giant Cell Arteritis.	health care study research used
8	4336	Molecular Dynamic Characteristic Temperatures for Predicting Metallic Glass Forming Ability	alloys alloy corrosion grain material
3	4337	Evaluation of Biological and Chemical Pruning Wound Protectants to Control Grapevine Trunk Diseases Pathogens Eutypa lata and Neofusicoccum parvum	plant plants species isolates cultivars
0	4338	Wave Propagation for Reaction-Diffusion Equations on Infinite Random Trees	prove theorem vertex algebra graphs
-1	4339	Autonomous Cave Surveying with an Aerial Robot	health care study research used
-1	4340	Dependence of the Threshold Field Intensity of Ferrite Films on Intrinsic Damping and Secondary Microwave Signal	health care study research used
30	4341	Trust-Based Distributed State Estimation in the Presence of Cyber-Attacks Tested With Hardware-in-the-Loop	security privacy computing attacks communication
-1	4342	Establishing norms on the Japanese version of the Eyberg Child Behavior Inventory	health care study research used
9	4343	Explanation and Use of Uncertainty Obtained by Bayesian Neural Network Classifiers for Breast Histopathology Images.	learning network image deep neural
-1	4344	Obtaining Xenopus tropicalis Eggs.	health care study research used
29	4345	Outdoor Recreationists’ Perceptions of Risk, Agency Trust, and Visitor Capacities During the COVID-19 Pandemic	environmental sustainability tourism bioeconomy sports
20	4346	Global Initiative for Asthma (GINA) Strategy 2021 - Executive summary and rationale for key changes.	lung copd asthma fibrosis airway
24	4347	Repurposing vandetanib plus everolimus for the treatment of ACVR1-mutant diffuse intrinsic pontine glioma.	cell cells cancer tumor survival
38	4348	To educate is to include: A Baghdadi Palestinian refugee’s school days in Chile	students chapter jats education student
-1	4349	Hybrid Governance of Disaster Management in Freetown, Monrovia, and Dar es Salaam.	health care study research used
14	4350	Oscillatory Brain Network Changes after Transcranial Magnetic Stimulation Treatment in Patients with Major Depressive Disorder: Oscillatory changes following rTMS in depression	brain neurofeedback eeg functional tms
-1	4351	Chronic low back pain changes the latissmus dorsi and gluteus maximus muscles activation pattern and upward scapular rotation: A cross-sectional study.	health care study research used
32	4352	How to Prevent and Combat Employee Burnout and Create Healthier Workplaces During Crises and Beyond	nurses care burnout staff nurse
24	4353	Clinical and immunologic impact of short-course enzalutamide alone and with immunotherapy in non-metastatic castration sensitive prostate cancer.	cell cells cancer tumor survival
1	4354	Effects of late gestation nutrient restriction on cow body weight, body condition score, colostrum quality, future reproduction and subsequent calf performance	milk cows beef production semen
24	4355	Deferiprone vs deferoxamine for transfusional iron overload in SCD and other anemias: a randomized, open-label, noninferiority study.	cell cells cancer tumor survival
-1	4356	Homogeneity assessment of the elemental composition of windshield glass by µ-XRF, LIBS and LA-ICP-MS analysis	health care study research used
-1	4357	Multiple Beliefs, Dominance and Dynamic Consistency	health care study research used
-1	4358	Training Mental Health Professionals in Gender-Affirming Care: A Survey of Experienced Clinicians	health care study research used
-1	4359	Diagnostic criteria for enduring sexual dysfunction after treatment with antidepressants, finasteride and isotretinoin.	health care study research used
26	4360	In vitro and in vivo characterization of erythrosin B and derivatives against Zika virus	covid 19 sars cov infection
26	4361	The Syndemic and One Health Nature of Pandemics: Arguments for Renewed Attention to Intelligence Management	covid 19 sars cov infection
38	4362	Learning and Reconciliation Through Indigenous Education in Oceania - Maximizing Learning to Meeting the Multicultural Learner	students chapter jats education student
16	4363	Neuroprotective effects of Alda-1 mitigate spinal cord injury in mice: involvement of Alda-1-induced ALDH2 activation-mediated suppression of reactive aldehyde mechanisms.	pd ad cognitive alzheimer brain
-1	4364	Weight stability masks changes in body composition in colorectal cancer: a retrospective cohort study.	health care study research used
29	4365	A framework to allocate responsibilities of the global environmental concerns: A case study in Spain involving regions, municipalities, productive sectors, industrial parks, and companies	environmental sustainability tourism bioeconomy sports
5	4366	Sensitivity of Multi-frequency Polarimetric SAR Data to Post-Fire Permafrost Changes and Recovery Processes in Arctic Tundra	surface italic satellite ocean observations
-1	4367	The Kentucky SimSmoke Tobacco Control Policy Model of Smokeless Tobacco and Cigarette Use.	health care study research used
31	4368	Is tech-enhanced bikeshare a substitute or complement for public transit?	transit traffic vehicle travel transportation
-1	4369	Alagille syndrome and non-syndromic paucity of the intrahepatic bile ducts.	health care study research used
24	4370	Chronos: a CRISPR cell population dynamics model	cell cells cancer tumor survival
28	4371	Unicolumnar Pin Fixation of Type III Supracondylar Humeral Fractures is Associated with Over Three Times Higher Odds of Lost Reduction.	fracture fractures fixation trauma injuries
-1	4372	The Power of Community in Addressing Infant Mortality Inequities.	health care study research used
6	4373	Extended convergence of a sixth order scheme for solving equations under –continuity conditions	numerical heat boundary order flow
9	4374	Differentially private high dimensional sparse covariance matrix estimation	learning network image deep neural
38	4375	Speech play and language ideologies in Navajo terminology development	students chapter jats education student
9	4376	Statistical analysis of concentric objects estimation problem under the heteroscedastic Berman model	learning network image deep neural
-1	4377	An all-female graduate student organization participating in chemistry outreach: a case study characterizing leadership in the community of practice	health care study research used
9	4378	Pathomic Fusion: An Integrated Framework for Fusing Histopathology and Genomic Features for Cancer Diagnosis and Prognosis.	learning network image deep neural
38	4379	Rolling With the Flow: Online Faculty and Student Presence in a Post-COVID-19 World	students chapter jats education student
32	4380	Key Features Underlying Low-Value Care Recommendations.	nurses care burnout staff nurse
24	4381	Cysteine is a limiting factor for glioma proliferation and survival.	cell cells cancer tumor survival
-1	4382	Evaluation of EOR potential of energized fluid fracturing – From an energy perspective	health care study research used
-1	4383	Sedation and Anesthesia of Amphibians.	health care study research used
3	4384	Irrigation and Rootstocks to Manage Northern Root-Knot Nematode During Wine Grape Vineyard Establishment	plant plants species isolates cultivars
1	4385	Grazing beef cows identified as efficient using a nutrition model partition more energy to lactation	milk cows beef production semen
11	4386	Regiospecific N-alkyl substitution tunes the molecular packing of high-performance non-fullerene acceptors	films charge hydrogen materials electron
12	4387	PARACENTRAL ACUTE MIDDLE MACULOPATHY ASSOCIATED WITH IDIOPATHIC INTRACRANIAL HYPERTENSION.	retinal eye eyes vision oct
38	4388	Native speaker and nonnative speaker identities in repair practices of English conversation	students chapter jats education student
26	4389	In silico identification of available drugs targeting cell surface BiP to disrupt SARS-CoV-2 binding and replication: Drug repurposing approach.	covid 19 sars cov infection
36	4390	Choose your words carefully: Harnessing the language of crowdfunding for success	innovation firm firms organizational entrepreneurs
16	4391	Recruitment for Remote Decentralized Studies in Parkinson's Disease.	pd ad cognitive alzheimer brain
23	4392	Inflammatory indicator levels in patients undergoing aortic valve replacement via median sternotomy with preoperative anxiety and postoperative complications: a prospective cohort study:	pulmonary heart ventricular af ecmo
-1	4393	Psittacine Sedation and Anesthesia.	health care study research used
24	4394	Pre-existing antibodies against polyethylene glycol reduce asparaginase activities on first administration of pegylated E. coli asparaginase in children with acute lymphocytic leukemia.	cell cells cancer tumor survival
-1	4395	Competition reform and household welfare: A microsimulation analysis of the telecommunication sector in Ethiopia	health care study research used
-1	4396	Optimal Priority-Based Allocation Mechanisms	health care study research used
2	4397	Mesozoic building of the Eastern Tianshan and East Junggar (NW China) revealed by low-temperature thermochronology	mantle rocks zircon ma minerals
3	4398	Impact of Foliar Application of Acibenzolar S-Methyl on Rose Rosette Disease and Rose Plant Quality.	plant plants species isolates cultivars
-1	4399	Partnering With Patients in a Quality Improvement Curriculum for Internal Medicine Residents.	health care study research used
6	4400	Fluid Dynamics of Axial Turbomachinery: Blade- and Stage-Level Simulations and Models	numerical heat boundary order flow
23	4401	Upstream Statin Therapy and Long-Term Recurrence of Atrial Fibrillation after Cardioversion: A Propensity-Matched Analysis.	pulmonary heart ventricular af ecmo
-1	4402	Parisi-Sourlas-like dimensional reduction of quantum gravity in the presence of observers	health care study research used
-1	4403	Advances in Human Services and Public Health - How New Technologies Could Help Improve Healthcare, Teaching, and Sensitization During Pandemics Like COVID-19	health care study research used
-1	4404	The case for a six-dimensional food security framework	health care study research used
-1	4405	How Does Diversity Affect Team Cognitive Processes? Understanding the Cognitive Pathways Underlying the Diversity Dividend in Teams	health care study research used
26	4406	Associations between SARS-CoV-2 variants and risk of COVID-19 hospitalization among confirmed cases in Washington State: a retrospective cohort study	covid 19 sars cov infection
23	4407	Insulin Resistance Is Associated with Right Ventricular Dysfunction	pulmonary heart ventricular af ecmo
3	4408	Duration of Downy Mildew Control Achieved with Fungicides on Cucumber under Florida Field Conditions.	plant plants species isolates cultivars
1	4409	Validation of 2 urine pH measuring techniques in a prepartum negative dietary cation-anion difference diet and the relationship with production performance	milk cows beef production semen
4	4410	Too much of a good thing: Evidence of sodium stress in an inland subtropical riparian detrital system	species fish fisheries marine diversity
3	4411	From Golden Rice to Golden Diets: How to turn its recent approval into practice	plant plants species isolates cultivars
6	4412	Windowed least-squares model reduction for dynamical systems	numerical heat boundary order flow
-1	4413	The Effect of Discontinuing Denosumab in Patients With Rheumatoid Arthritis Treated With Glucocorticoids.	health care study research used
17	4414	Association of Comorbid Behavioral and Medical Conditions With Cannabis Use Disorder in Pregnancy.	opioid alcohol use cud oud
-1	4415	Immunoengineering Biomaterials in Cell-Based Therapy for Type 1 Diabetes.	health care study research used
36	4416	Raising the Bar: Values-Driven Niche Creation in U.S. Bean-to-Bar Chocolate	innovation firm firms organizational entrepreneurs
-1	4417	A new approach to study adsorption on shales and other microporous solids via the thermogravimetric analysis (TGA) technique	health care study research used
38	4418	Learning and Reconciliation Through Indigenous Education in Oceania - The Importance of Indigenous Scholarship, Indigenous Knowledge, and Education in Micronesia	students chapter jats education student
9	4419	NAS-SGAN: A Semi-supervised Generative Adversarial Network Model for Atypia Scoring of Breast Cancer Histopathological Images.	learning network image deep neural
-1	4420	Optimized elastic network models with direct characterization of inter-residue cooperativity for protein dynamics.	health care study research used
-1	4421	Continuous biodiesel production: A review of advances in catalysis, microfluidic and cavitation reactors	health care study research used
9	4422	Data-Driven Inference of the Mechanics of Slip Along Glacier Beds Using Physics-Informed Neural Networks: Case study on Rutford Ice Stream, Antarctica	learning network image deep neural
-1	4423	Design-based Analysis in Difference-In-Differences Settings with Staggered Adoption	health care study research used
35	4424	The Role of Marketplace Lending in Credit Markets: Evidence from Bank Mergers	financial banks monetary debt stock
30	4425	Quantifying unlinkability in multi-hop wireless networks	security privacy computing attacks communication
34	4426	Product Lines and Price Discrimination in Markets with Information Frictions	marketing externality entry price consumer
22	4427	Differential Associations Between BDNF and Memory Across Older Black and White Adults with HIV Disease.	hiv art msm adolescent bdnf
25	4428	Disjunctive linear separation conditions and mixed-integer formulations for aircraft conflict resolution	control optimization optimal problem tracking
-1	4429	A Novel Multidisciplinary Model of Care for Transgender and Gender Diverse Adults: Program Description and Patient Perspectives	health care study research used
10	4430	Sample-efficient learning of interacting quantum systems	quantum spin hamiltonian magnetic states
-1	4431	Role of Office-Based Vaginoscopy in a Tertiary Care Center	health care study research used
28	4432	Osteochondral lesions of the talar head – A case report, review of the literature, and novel surgical technique utilizing nano-arthroscopy and biologics	fracture fractures fixation trauma injuries
15	4433	Opioids and obstructive sleep apnea.	sleep osa apnea cbt insomnia
-1	4434	Is Shared Decision-making Associated with Better Patient-reported Outcomes? A Longitudinal Study of Patients Undergoing Total Joint Arthroplasty.	health care study research used
9	4435	Learning Generalized Transformation Equivariant Representations via Autoencoding Transformations.	learning network image deep neural
30	4436	C3PO: Cloud-based Confidentiality-preserving Continuous Query Processing	security privacy computing attacks communication
