Topic	Doc_ID	Title	Tag
-1	4055	ANTENNA ELEMENT AND ELECTRONIC DEVICE	Tag
-1	4056	RAPID TEST DEVICE HAVING MULTIPLE HETEROGENEOUS DIAGNOSTIC METHODS	Tag
-1	4057	EMBEDDED WINDING MECHANISM FOR A WATCH	Tag
-1	4058	RESTORER PLANTS	Tag
4	4059	SYSTEM AND METHOD FOR SECURING A PRIVATE KEY TRANSACTION WITHIN BLOCKCHAIN	Tag
4	4060	Universal Ad Creative	Tag
-1	4061	Gas Diffusion Layer Including Microporous Layer Having Through Passages And/Or Concentration Gradient Of Water-Repellent Resin In Thickness Direction, And Fuel Cell Including The Same	Tag
17	4062	ANTI-TRKA ANTIBODIES AND USES THEREOF	Tag
-1	4063	WAFER TRANSFER METHOD AND MECHANICAL ARM	Tag
4	4064	WIND TURBINE SYSTEM USING PREDICTED WIND CONDITIONS AND METHOD OF CONTROLLING WIND TURBINE	Tag
-1	4065	METHOD FOR PRODUCING PRODUCT HAVING OXIDE FILM	Tag
19	4066	CONTROL DEVICE FOR HUMAN-POWERED VEHICLE	Tag
10	4067	METHOD AND APPARATUS FOR GENERATING UNORDERED LIST, METHOD FOR MANAGING IMAGES AND TERMINAL DEVICE	Tag
17	4068	PHOTOSYSTEM I-HYDROGENASE CHIMERAS FOR HYDROGEN PRODUCTION	Tag
-1	4069	PURIFIED FISH PROTEASES WITH HIGH SPECIFIC ACTIVITIES AND ITS PROCESS OF PRODUCTION	Tag
4	4070	OPTIMIZED USER EQUIPMENT NETWORK ACCESS SELECTION	Tag
13	4071	ALTERNATIVE FEEDBACK USAGE FOR HVAC SYSTEM	Tag
-1	4072	A DEVICE, A METHOD, A SYSTEM, AND A KIT OF PARTS FOR MEASURING AN AMOUNT OF DIRT	Tag
4	4073	VOICE COMMERCE	Tag
4	4074	Low Power Embedded USB2 (eUSB2) Repeater	Tag
13	4075	BATTERY LIFE EXTENDER FOR INDOOR AIR QUALITY SENSOR	Tag
0	4076	POWER DEVICE INTEGRATION ON A COMMON SUBSTRATE	Tag
4	4077	DATA CLASSIFICATION TECHNOLOGY	Tag
-1	4078	APPARATUS AND METHOD FOR CONTROLLING WATER SOFTENERS	Tag
-1	4079	SYSTEMS AND METHODS FOR GENERATING A BODY DEGRADATION REDUCTION PROGRAM	Tag
-1	4080	PROGRESSIVE POWER CONVERTER DRIVE	Tag
-1	4081	SUSPENSION DAMPER WITH BY-PASS VALVES	Tag
-1	4082	RECALL OF HAZARD WARNING CREATED FROM VEHICLE SENSOR DATA	Tag
-1	4083	FILTERING DEVICE	Tag
-1	4084	METHOD FOR CONTROLLING AN ION THRUSTER, AND ION THRUSTER SYSTEM	Tag
-1	4085	POWER DEVICE MONITORING SYSTEM AND MONITORING METHOD	Tag
-1	4086	System for Wireless Retrieval of Measured Component Data	Tag
4	4087	Beam Correspondence Capability Reporting Method and Apparatus	Tag
-1	4088	TARGET-BASED MOUSE SENSITIVITY RECOMMENDATIONS	Tag
5	4089	SUBSTRATE TYPE SENSOR AND METHOD OF MEASURING THE IMPACT POINT AND THE IMPACT FORCE OF CHEMICAL	Tag
19	4090	Device for Actuating a Parking Lock Means of an Automatic Transmission and Method for Operating Such a Device	Tag
-1	4091	INFORMATION PROCESSING METHOD, INFORMATION PROCESSING SYSTEM, AND PROGRAM	Tag
15	4092	SULFUR-MODIFIED BITUMEN COMPOSITIONS	Tag
18	4093	SYSTEM AND METHOD FOR OPERATING AN IMPLANTABLE PULSE GENERATOR FOR NEUROMODULATION	Tag
10	4094	IMAGE GENERATORS WITH CONDITIONALLY-INDEPENDENT PIXEL SYNTHESIS	Tag
-1	4095	MATERIALS AND PROCESSES FOR RECOVERING PRECIOUS METALS	Tag
-1	4096	COOKING DEVICE AND COOKING SYSTEM	Tag
4	4097	System and method for analyzing similarity of natural language data	Tag
-1	4098	PUSHABLE MPO CONNECTOR	Tag
-1	4099	THREE-DIMENSIONAL POINT CLOUD LABELING USING DISTANCE FIELD DATA	Tag
4	4100	METHOD AND DEVICE FOR TRANSMITTING AND RECEIVING WIRELESS SIGNALS IN WIRELESS COMMUNICATION SYSTEM	Tag
-1	4101	PNEUMATIC TIRE	Tag
4	4102	PHASE CHANGE MEMORY DEVICE	Tag
1	4103	Electrochemical Cell Configured To Have A Dynamically Renewed Electrode	Tag
4	4104	SECURE MESSAGING SERVICE WITH DIGITAL RIGHTS MANAGEMENT USING BLOCKCHAIN TECHNOLOGY	Tag
4	4105	MESSAGE QUEUING AND CONSOLIDATION IN AN IN VEHICLE ENVIRONMENT	Tag
-1	4106	Hybrid Tomato Variety 'H2021'	Tag
-1	4107	HETEROCYCLIC COMPOUND AND ORGANIC ELECTROLUMINESCENT DEVICE COMPRISING SAME	Tag
4	4108	METHOD AND APPARATUS FOR POWER SAVINGS AT A USER EQUIPMENT	Tag
6	4109	LIGHT-EMITTING ELEMENT SOLVENT, PHOTODEGRADABLE THICKENER, LIGHT-EMITTING ELEMENT INK, AND METHOD FOR MANUFACTURING DISPLAY DEVICE	Tag
-1	4110	EPOXY PATCH HAVING IMPROVED ADHESION CHARACTERISTICS	Tag
4	4111	LOW OVERHEAD MEMORY INTEGRITY WITH ERROR CORRECTION CAPABILITIES	Tag
14	4112	EXHAUST GAS PROCESSING SYSTEM INCLUDING ADSORBENT FOR SUPPRESSING POWDER-LIKE BYPRODUCT	Tag
7	4113	LAMP FOR VEHICLE	Tag
4	4114	RESOLVING SYSTEM INFORMATION BETWEEN EPS AND 5GS	Tag
19	4115	VEHICLE CONTROL DEVICE, VEHICLE CONTROL METHOD, AND STORAGE MEDIUM	Tag
1	4116	METHOD FOR PRODUCING LITHIUM IRON PHOSPHATE PRECURSOR BY USING RETIRED LITHIUM IRON PHOSPHATE BATTERY AS RAW MATERIAL	Tag
4	4117	METHOD AND SYSTEM FOR EXECUTING NEW INSTRUCTIONS	Tag
19	4118	METHOD AND APPARATUS FOR CONTROLLING VEHICLE DISPLAY SCREEN, AND STORAGE MEDIUM	Tag
17	4119	COMPOSITIONS COMPRISING BACTERIALLY DERIVED INTACT MINICELLS FOR THERANOSTIC APPLICATIONS	Tag
8	4120	Optical Implant And Methods Of Implantation	Tag
-1	4121	SYSTEM AND METHOD FOR MACROSCOPIC AND MICROSCOPIC IMAGING EX-VIVO TISSUE	Tag
4	4122	METHOD AND SYSTEM FOR CONVERTING INSTRUCTIONS	Tag
15	4123	CELLULOSE FIBER COMPOSITE RECYCLED RESIN AND PRODUCTION METHOD THEREFOR	Tag
-1	4124	SYSTEMS AND METHODS FOR VIRTUAL REALITY ENVIRONMENTS	Tag
-1	4125	Fire Protection Sprinkler Guard	Tag
-1	4126	ALIGNMENT AID ON GOLF GRIP OR GOLF SHAFT	Tag
19	4127	VEHICULAR VISION SYSTEM	Tag
-1	4128	INTERMEDIATE INPUT FOR MACHINE LEARNED MODEL	Tag
7	4129	LASER AND DRUM CONTROL FOR CONTINUOUS GENERATION OF BROADBAND LIGHT	Tag
13	4130	STORAGE SOURCE AND CASCADE HEAT PUMP SYSTEMS	Tag
18	4131	GRAFT HAVING AT LEAST ONE WOVEN TAPER	Tag
-1	4132	FUNCTIONAL FIBROUS MATERIAL COMPRISING MICROBIAL FLAKES, METHODS OF PREPARING AND USES THEREOF	Tag
0	4133	PIEZOELECTRIC ELEMENT	Tag
4	4134	THRESHOLD DRIVEN ERROR CORRECTION FOR CHIRP SPREAD SPECTRUM	Tag
-1	4135	NICKEL BASE ALLOY FOR POWDER AND METHOD FOR PRODUCING A POWDER	Tag
10	4136	IMAGING DEVICE, SOLID STATE IMAGE SENSOR, AND ELECTRONIC DEVICE	Tag
3	4137	DEEP LEARNING SPEAKER COMPENSATION	Tag
10	4138	RADAR IMAGE DATA PROCESSING AND MANIPULATION	Tag
6	4139	SCAN SIGNAL LINE DRIVE CIRCUIT AND DISPLAY DEVICE	Tag
-1	4140	ANTI-THEFT LOCK FOR PORTABLE ELECTRONIC DEVICE	Tag
2	4141	POWER MANAGEMENT METHOD FOR A SOLAR WATCH	Tag
5	4142	SENSING VIA SIGNAL TO SIGNAL TRANSLATION	Tag
3	4143	SYSTEMS AND METHODS FOR UNSUPERVISED AUDIO SOURCE SEPARATION USING GENERATIVE PRIORS	Tag
-1	4144	SMOKING SUBSTITUTE APPARATUS	Tag
4	4145	TRANSMISSION SYSTEM, ANTENNA, CONTROL DEVICE, AND TRANSMISSION METHOD	Tag
-1	4146	SYSTEM AND METHOD FOR MONITORING ACCESS TO A RESIDENTIAL STRUCTURE	Tag
-1	4147	MEASUREMENT DEVICE FOR MEASURING A TEMPERATURE	Tag
-1	4148	SEPARATOR ASSEMBLY FOR AIR COOLED FUEL CELL AND FUEL CELL STACK INCLUDING THE SAME	Tag
4	4149	Messaging System Apparatuses Circuits and Methods of Operation Thereof	Tag
-1	4150	Hybrid Adhesive Tissue Cover With Application Stretch	Tag
-1	4151	Waste Management System	Tag
-1	4152	SOYBEAN CULTIVAR 94110617	Tag
0	4153	BULK WAFER SWITCH ISOLATION	Tag
-1	4154	FLIGHT MANAGEMENT SYSTEM AND FLIGHT MANAGEMENT METHOD	Tag
6	4155	VERTICALLY ARRANGED FOLDER-TYPE DUAL MONITOR	Tag
10	4156	METHOD AND DEVICE FOR AUGMENTING TRAINING DATA BY COMBINING OBJECT AND BACKGROUND	Tag
-1	4157	Method for the Lightweighting and/or Designing of an Additively Manufactured Article	Tag
-1	4158	EXERCISE EQUIPMENT	Tag
-1	4159	MECHANICAL COUPLING OF TUBULARS	Tag
9	4160	METHOD AND APPARATUS FOR SIGNALING AN OFFSET IN VIDEO CODING FOR INTRA BLOCK COPY AND/OR INTER PREDICTION	Tag
15	4161	METHOD FOR PROCESSING MASSIVE FIBER-COMPOSITE PREFORMS	Tag
-1	4162	Monitoring Squeeze Pressure of Track Tensioners	Tag
-1	4163	MICRO-LED STRUCTURE AND MICRO-LED CHIP INCLUDING SAME	Tag
-1	4164	CORRECTION METHOD FOR MICRO SEISMIC INTERPRETATION FRACTURING FRACTURE PARAMETER RESULT	Tag
5	4165	MAINTENANCE METHOD FOR A LIFT SYSTEM, WHICH VERIFIES MAINTENANCE STEPS	Tag
10	4166	IMAGING DEVICE	Tag
13	4167	COOLING DEVICE AND VEHICLE INCLUDING THE SAME	Tag
-1	4168	APPARATUS AND METHOD FOR COMMUNICATING DATA IN IN-VEHICLE NETWORK BASED ON AUTOMOTIVE ETHERNET	Tag
6	4169	DISPLAY PANEL, DRIVING METHOD AND DISPLAY DEVICE	Tag
13	4170	CONTROL SYSTEM OF AIR CONDITIONER AND AIR-CONDITIONING DEVICE	Tag
-1	4171	ATHLETIC SOCK	Tag
-1	4172	DENTAL IMPRESSION TRAY	Tag
2	4173	LINEAR VOLTAGE REGULATOR WITH STABILITY COMPENSATION	Tag
19	4174	ACQUISITION OF CARD INFORMATION TO ENHANCE USER EXPERIENCE	Tag
15	4175	PHOTOSENSITIVE COMPOSITION, CURED FILM, COLOR FILTER, LIGHT SHIELDING FILM, OPTICAL ELEMENT, SOLID-STATE IMAGING ELEMENT, INFRARED SENSOR, AND HEADLIGHT UNIT	Tag
4	4176	METHOD AND APPARATUS FOR PREDICTIVE BEAM MANAGEMENT	Tag
0	4177	NANOSHEET TRANSISTORS WITH WRAP AROUND CONTACT	Tag
-1	4178	DATA MANIPULATION USING INTRAORAL CONNECTED DEVICES	Tag
4	4179	METHODS AND SYSTEMS OF AUTOMATIC NETWORK SERVICE INITIATION USING A NETWORK SERVICE SERVER	Tag
-1	4180	TRANSPARENT HEAD FOR A SKIN TREATMENT DEVICE	Tag
4	4181	METHOD AND SYSTEM FOR NETWORK TRAFFIC DIVERSION	Tag
20	4182	Clamping Terminal	Tag
-1	4183	COMPOSITION COMPRISING BLOCK COPOLYMER, AND METHOD FOR PRODUCING SILICEOUS FILM USING THE SAME	Tag
-1	4184	MAGNETIC TAPE CARTRIDGE AND MAGNETIC TAPE DEVICE	Tag
19	4185	ROTARY SWITCH DEVICE FOR VEHICLE	Tag
4	4186	DATA TRANSMISSION METHOD AND APPARATUS	Tag
-1	4187	PROCESS HAVING IMPROVED BASE OIL YIELD	Tag
4	4188	INTERACTIVE CHANNEL	Tag
4	4189	VIDEO CONFERENCING INTERFACE FOR ANALYZING AND VISUALIZING ISSUE AND TASK PROGRESS MANAGED BY AN ISSUE TRACKING SYSTEM	Tag
4	4190	EDGE COMPUTE ENVIRONMENT CONFIGURATION TOOL	Tag
6	4191	GATE DRIVING CIRCUIT, DISPLAY DEVICE, AND GATE DRIVING METHOD	Tag
-1	4192	RADIOLOGIC BIOPSY SYSTEM AND METHOD	Tag
-1	4193	METHOD FOR PREPARING ACRYLONITRILE DIMER	Tag
8	4194	CAMERA OPTICAL LENS	Tag
6	4195	DISPLAY LATENCY REDUCTION	Tag
-1	4196	BULK ACOUSTIC RESONATOR FILTER	Tag
-1	4197	Aluminum Oxide Surfaces and Interface Molecules	Tag
0	4198	PROTECTION CIRCUIT OF POWER AMPLIFIER AND POWER AMPLIFIER INCLUDING THE SAME	Tag
-1	4199	MEDICAMENT DELIVERY DEVICES	Tag
19	4200	SYSTEMS AND METHODS FOR ASSISTING DRIVERS AND RIDERS TO LOCATE EACH OTHER	Tag
-1	4201	COPPER ALLOYS WITH HIGH STRENGTH AND HIGH CONDUCTIVITY, AND PROCESSES FOR MAKING SUCH COPPER ALLOYS	Tag
-1	4202	ULTRAVIOLET SENSOR WITH ELECTROCHROMIC INDICATOR	Tag
20	4203	CLAMPS	Tag
10	4204	PHOTOELECTRIC CONVERSION APPARATUS, PHOTOELECTRIC CONVERSION SYSTEM, MOVING BODY, AND SEMICONDUCTOR SUBSTRATE	Tag
-1	4205	METHODS AND COMPOSITIONS FOR MODIFYING PHENOTYPES OF PLANTS EXPRESSING FATTY ACID TRANSGENES AND REDUCED EXPRESSION OF BADC GENES	Tag
17	4206	CRYSTALLINE FORMS AND METHODS OF PRODUCING CRYSTALLINE FORMS OF A COMPOUND	Tag
-1	4207	SEAL FOR MULTIPLE INDEPENDENT SHADE ARRAY	Tag
14	4208	BASIN CONTAINING INDIVIDUALLY PACKAGED SPA PRODUCTS FOR USE THEREWITH	Tag
-1	4209	OPTICAL DETECTOR	Tag
4	4210	Verification Code Obtaining Method and Apparatus, and Terminal	Tag
-1	4211	Device and Method for Analyzing a Material	Tag
13	4212	Algae Eraser	Tag
17	4213	CANNABIS COMPOSITION	Tag
19	4214	VEHICLE CONTROL DEVICE, VEHICLE CONTROL METHOD, AND STORAGE MEDIUM	Tag
-1	4215	ELECTRIC GRILL WITH A FILTRATION SYSTEM FOR FILTERING THE FUMES RELEASED FROM FOOD COOKING	Tag
-1	4216	GOLF SWING ANALYSIS SYSTEM, GOLF SWING ANALYSIS METHOD AND INFORMATION STORAGE MEDIUM	Tag
1	4217	HIGHLY DURABLE ELECTROLYTE MEMBRANE HAVING IMPROVED ION CONDUCTIVITY AND PRODUCTION METHOD THEREFOR	Tag
-1	4218	SYSTEM AND METHOD FOR GENERATING BATTERY ALARMS IN INFUSION DEVICES	Tag
10	4219	Impurity Detection System in Continually Running Water through Machine Vision Software	Tag
17	4220	SYSTEMS, METHODS AND COMPOSITIONS FOR NUTRIENT FORTIFICATION	Tag
4	4221	SATELLITE CONSTELLATION FORMING SYSTEM, SATELLITE CONSTELLATION FORMING METHOD, SATELLITE CONSTELLATION, AND GROUND DEVICE	Tag
10	4222	Objective Assessment of Joint Damage	Tag
3	4223	AUDIO CODING METHOD AND APPARATUS	Tag
0	4224	SEMICONDUCTOR OPTICAL DEVICE AND METHOD FOR MANUFACTURING THE SAME	Tag
2	4225	VEHICLE CONTROL SYSTEM	Tag
-1	4226	COMBINED HYDROGEN STORAGE - COMPRESSION SYSTEM FOR THE FILLING OF HIGH PRESSURE HYDROGEN TANKS	Tag
-1	4227	HIGH VOLTAGE FUSE HAVING RING SEPARATION PREVENTION STRUCTURE	Tag
-1	4228	INCREASING THE STABILITY OF AGENTS FOR THE TREATMENT OF KERATINOUS MATERIAL	Tag
-1	4229	A PROCESS OF PRODUCING A GREEN LEAF TEA PRODUCT	Tag
-1	4230	DETERIORATION DETERMINATION METHOD AND DETERIORATION DETERMINATION DEVICE FOR INDUSTRIAL X-RAY IMAGING APPARATUS	Tag
7	4231	ARC DETECTION SYSTEM	Tag
18	4232	DENTAL IMPLANT	Tag
-1	4233	AUTO-INJECTOR AND RELATED METHODS OF USE	Tag
6	4234	Holographic Display Device and Method of Use	Tag
4	4235	Efficient Dual-path Floating-Point Arithmetic Operators	Tag
4	4236	DEVICE FOR DIRECTLY TRANSMITTING ELECTRONIC COIN DATA RECORDS TO ANOTHER DEVICE, AND PAYMENT SYSTEM	Tag
19	4237	IMAGE FORMING DEVICE AND IMAGE FORMING METHOD	Tag
15	4238	Method for Producing Cellulose Nanofiber Carbon	Tag
20	4239	ROBOTIC CONTROL FOR TOOL SHARPENING	Tag
15	4240	PROCESS FOR THE CARBONYLATION OF EPOXIDES	Tag
4	4241	Network Congestion Processing Method and Related Apparatus	Tag
-1	4242	ORAL CARE COMPOSITION	Tag
19	4243	STORABLE CARGO BED SIDEWALLS AND/OR TAILGATE AND METHOD FOR STORING CARGO BED SIDEWALLS AND/OR TAILGATE	Tag
4	4244	SYSTEM FOR TRANSMITTING BROADCAST DATA	Tag
-1	4245	BRAKING CONTROL DEVICE	Tag
-1	4246	Firearm Analytics System, Device and Method	Tag
-1	4247	Grain Spreading Device	Tag
-1	4248	Electric Commercial Vehicle Power Steering System with a Globoidal Wormgearing	Tag
17	4249	SYSTEMS AND METHODS FOR REDUCING LOW ATTENUATION PLAQUE AND/OR PLAQUE BURDEN IN PATIENTS	Tag
-1	4250	METHOD AND SYSTEM FOR OPTICAL MONITORING OF UNMANNED AERIAL VEHICLES BASED ON THREE-DIMENSIONAL LIGHT FIELD TECHNOLOGY	Tag
-1	4251	METHOD FOR ESTIMATING AGING STATE OF BATTERY AND APPARATUS FOR PERFORMING METHOD THEREFOR	Tag
-1	4252	YIELD MONITORING APPARATUS, SYSTEMS, AND METHODS	Tag
-1	4253	MICRO PUREE MACHINE	Tag
-1	4254	HORIZONTALLY MOVABLE BOWLING BAG CAPABLE OF PREVENTING MOVEMENT OF BOWLING BALL	Tag
19	4255	ANTI-COLLISION WARNING SYSTEM FOR VEHICLE DOOR, VEHICLE WINDOW GLASS STRUCTURE, AND ANTI-COLLISION WARNING METHOD FOR VEHICLE DOOR	Tag
-1	4256	METHOD OF MAKING A THREE-DIMENSIONAL MEMORY DEVICE USING COMPOSITE HARD MASKS FOR FORMATION OF DEEP VIA OPENINGS	Tag
-1	4257	Test station for screening of COVID-19 and other respiratory conditions	Tag
18	4258	HEALTH RECORD SYSTEM	Tag
-1	4259	AUTOMATED COLLECTION AND ANALYSIS OF BODY FLUIDS	Tag
-1	4260	ACOUSTIC WAVE DEVICE HAVING MULTIPLE PIEZOELECTRIC LAYERS BETWEEN ELECTRODES	Tag
19	4261	VEHICULAR DRIVING ASSIST SYSTEM WITH ENHANCED DATA PROCESSING	Tag
-1	4262	ELECTRODE CONNECTION STRUCTURE AND DETECTION DEVICE	Tag
7	4263	MICROLENSES AND FILTER LAYERS FOR EMISSION CONTROL FROM A CURVED DISPLAY	Tag
4	4264	METHOD FOR DOCUMENTING INFORMATION	Tag
-1	4265	LIQUID LAUNDRY DETERGENT WITH CLEANING BOOSTER	Tag
17	4266	SYSTEMS, COMPOSITIONS, AND METHODS FOR EVALUATING BIOMECHANICAL PROPERTIES OF CELLS	Tag
-1	4267	Low Elevation Sidelobe Antenna with Fan-Shaped Beam	Tag
-1	4268	NEEDLE INSERTION DEVICE FOR THE ELECTROPORATION OF A PRODUCT INTO AN EYE	Tag
4	4269	OUTPUT SYSTEM, SYSTEM, AND OUTPUT METHOD	Tag
-1	4270	RADIONUCLIDE PRODUCTION METHOD AND RADIONUCLIDE PRODUCTION SYSTEM	Tag
10	4271	UNSUPERVISED IMAGE-TO-IMAGE TRANSLATION METHOD BASED ON STYLE-CONTENT SEPARATION	Tag
-1	4272	SUCTION APPARATUS AND SALIVA EJECTOR	Tag
-1	4273	CONVEYOR SYSTEM AND MEASURING DEVICE FOR DETERMINING WATER CONTENT OF A CONSTRUCTION MATERIAL	Tag
0	4274	ELECTROSTATIC PROTECTION CIRCUIT, INTEGRATED CIRCUIT AND ELECTROSTATIC DISCHARGE METHOD	Tag
4	4275	CIRCUITRY AND METHODS FOR LOW-LATENCY PAGE DECOMPRESSION AND COMPRESSION ACCELERATION	Tag
-1	4276	COMPUTER DEVICE CONFIGURED TO PROVIDE A COMPUTER IMPLEMENTED GAME AND METHOD	Tag
-1	4277	CABLE DEVICE	Tag
19	4278	SMART GEOCODING OF ROAD INTERSECTIONS	Tag
-1	4279	SYSTEM AND METHOD FOR GENERATING A DIGESTIVE DISEASE FUNCTIONAL PROGRAM	Tag
4	4280	METHODS FOR SERVICE TRANSMISSION, TERMINAL DEVICE AND AMF	Tag
15	4281	SYSTEMS AND METHODS FOR BACK-ALLOCATION OF OIL PRODUCED BY WATERFLOODING	Tag
17	4282	INDOLEAMINE 2,3-DIOXYGENASE BASED IMMUNOTHERAPY	Tag
17	4283	RECOMBINANT INFLUENZA ANTIGENS	Tag
4	4284	OBJECT MANAGEMENT SYSTEM FOR EFFICIENT CONTENT ITEM MANAGEMENT	Tag
4	4285	MESSAGING CENTRE FOR FORWARDING E-MAIL	Tag
17	4286	ANTIMALARIAL COMPOUNDS	Tag
-1	4287	HONEYCOMB FILTER	Tag
-1	4288	TRANSPARENT TOUCH DISPLAY APPARATUS	Tag
15	4289	COMPOSITIONS COMPRISING LDPE, POLYPROPYLENE AND FUNCTIONALISED POLYOLEFINS	Tag
6	4290	INFORMATION PROCESSING APPARATUS, INFORMATION PROCESSING METHOD, AND PROGRAM	Tag
4	4291	IDENTITY AUTHENTICATION MANAGEMENT SYSTEM IN VIRTUAL REALITY WORLD	Tag
-1	4292	LOCKING MEDICATION CONTAINERS AND METHODS OF USE THEREOF	Tag
17	4293	CRA4S1 GENE, ENCODED CRA4S1 PROTEIN, AND APPLICATION	Tag
10	4294	IMAGE SENSOR AND SEMICONDUCTOR DEVICE INCLUDING ASYMMETRIC ACTIVE REGION	Tag
9	4295	APPLICATION PROCESSING METHOD FOR PROVIDING GROUP VIDEO CALL	Tag
15	4296	POLYMERS USEFUL AS SURFACE LEVELING AGENTS	Tag
17	4297	CRYSTAL FORM OF UPADACITINIB, PREPARATION METHOD THEREFOR, AND USE THEREOF	Tag
4	4298	SYSTEMS AND METHODS FOR OPTIMIZING FLEET MANAGEMENT AND PRODUCTION MANAGEMENT USING MOBILE GEOFENCES	Tag
19	4299	METHOD AND DEVICE FOR AUTOMATICALLY EMERGENCY STOPPING	Tag
15	4300	A CURABLE COMPOSITION AND A CURED PRODUCT THEREOF	Tag
4	4301	THIN-FILM TRANSISTOR EMBEDDED DYNAMIC RANDOM-ACCESS MEMORY WITH SHALLOW BITLINE	Tag
6	4302	Gate Driver and Display Device Including Same	Tag
0	4303	METAL LANDING ON TOP ELECTRODE OF RRAM	Tag
17	4304	PARASITE PURIFICATION	Tag
-1	4305	SPARGING EVAPORATOR WITH POROUS MEDIA FOR FUEL ENRICHMENT IN CATALYTIC INERTING SYSTEM	Tag
6	4306	DISPLAY DEVICE	Tag
-1	4307	ELECTRIC WHEEL HUB	Tag
-1	4308	METHOD AND APPARATUS FOR VIDEO CODING	Tag
-1	4309	OCCUPANCY TRACKING USING ENVIRONMENTAL INFORMATION	Tag
-1	4310	SURPRISE PEDESTRIAN DENSITY AND FLOW	Tag
0	4311	POLISHING APPARATUS AND POLISHING METHOD	Tag
-1	4312	ROTATABLE MAGNETIC KEY COMBINATION ELEMENT	Tag
1	4313	ELECTROCHEMICAL ENERGY STORAGE DEVICES	Tag
2	4314	DC-DC Converter with Out-of-Audio Circuit	Tag
0	4315	VERTICAL NANOWIRE SEMICONDUCTOR DEVICE AND MANUFACTURING METHOD THEREFOR	Tag
-1	4316	AUTOMATIC FOCUSING PROJECTION METHOD AND SYSTEM	Tag
13	4317	REFRIGERATOR	Tag
-1	4318	SYSTEMS AND METHODS FOR PARALLEL POLARIZATION ANALYSIS	Tag
18	4319	SUTURE THREADER FOR BONE PLATE	Tag
16	4320	ARTIFICIAL INTELLIGENCE DRIVEN THERAPY CURATION AND PRIORITIZATION	Tag
3	4321	BONE CONDUCTIVE SOUND GENERATING DEVICE	Tag
6	4322	DISPLAY DEVICE AND METHOD OF PROVIDING THE SAME	Tag
19	4323	MANUAL TORQUE VECTORING	Tag
-1	4324	FLEXIBLE SCREEN TERMINAL AND DISPLAY METHOD THEREFOR, AND COMPUTER-READABLE STORAGE MEDIUM	Tag
9	4325	SIGNALING USAGE OF ADAPTIVE LOOP FILTER IN VIDEO CODING	Tag
19	4326	PREDICTION OF SERVICE COMPLETION TIME FOR VEHICLE SERVICE	Tag
-1	4327	TARGET LAUNCHING MACHINE	Tag
-1	4328	ELECTRICAL CONTACT, SYSTEM AND METHOD FOR MANUFACTURING AN ELECTRICAL CONTACT	Tag
-1	4329	SLOTTED WAVEGUIDE ARRAY RF COIL FOR MAGNETIC RESONANCE SYSTEMS	Tag
1	4330	NON-AQUEOUS ELECTROLYTE SECONDARY BATTERY	Tag
17	4331	METHODS OF PREPARING POPULATIONS OF GENETICALLY-MODIFIED IMMUNE CELLS	Tag
-1	4332	PEDAL BOARD AND METHOD OF ATTACHING EFFECTOR TO PEDAL BOARD	Tag
4	4333	SCALABLE PHYSICAL LOOP DETECTION IN NON-NATIVE VIRTUAL LOCAL AREA NETWORKS (VLANS)	Tag
12	4334	THERMAL PRINT HEAD	Tag
-1	4335	A NON-CONTACT TEMPERATURE SENSOR	Tag
16	4336	METHOD AND SYSTEM FOR OBTAINING, CONTROLLING, ACCESSING AND/OR DISPLAYING PERSONAL GENETIC IDENTIFICATION INFORMATION	Tag
4	4337	ACCESS OF A MEMORY SYSTEM BASED ON FRAGMENTATION	Tag
9	4338	TRANSFORM METHOD, INVERSE TRANSFORM METHOD, ENCODER, DECODER AND STORAGE MEDIUM	Tag
4	4339	SYSTEMS AND METHODS FOR CONTRACT BASED OFFER GENERATION	Tag
6	4340	LOW CAPACITANCE TRANSIENT VOLTAGE SUPPRESSOR WITH HIGH HOLDING VOLTAGE	Tag
-1	4341	WATCH GLASS CONTAINING A NEAR-FIELD COMMUNICATION (NFC) MODULE AND METHOD OF PRODUCING SUCH A GLASS	Tag
7	4342	LIGHT EMITTING DISPLAY PANEL AND LIGHT EMITTING DISPLAY APPARATUS USING THE SAME	Tag
-1	4343	LIVENESS DETECTION IN AN INTERACTIVE VIDEO SESSION	Tag
-1	4344	SUPPORT STRUCTURE FOR HANDLE ASSEMBLY	Tag
-1	4345	CONCENTRATING AN INK COMPOSITION	Tag
-1	4346	METHOD AND KNITTING DEVICE FOR PLATING ON A CIRCULAR KNITTING MACHINE EQUIPPED WITH COMPOUND NEEDLES	Tag
-1	4347	ELECTROSTATIC TRANSDUCER AND DIAPHRAGM	Tag
4	4348	Toggle Spin-Orbit Torque MRAM with Perpendicular Magnetic Anisotropy	Tag
17	4349	AQUEOUS EXTRACTION OF PSYCHOACTIVE COMPOUNDS FROM PSILOCYBIN FUNGUS	Tag
4	4350	TWO-WAY COMMUNICATION SUPPORT SYSTEM AND STORAGE MEDIUM	Tag
18	4351	MEDICAL CARE SUPPORT DEVICE, OPERATION METHOD AND OPERATION PROGRAM THEREOF, AND MEDICAL CARE SUPPORT SYSTEM	Tag
0	4352	SEMICONDUCTOR DEVICE AND METHOD OF FORMING THE SAME	Tag
6	4353	DISPLAY DEVICE	Tag
